Bus_name,Bus_type,Arrival_time,Departure_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
HRTC - 725,Ordinary 3+2 Non AC Seater,22:30,19:00,03h 30m,INR 284,37 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 815,Ordinary 3+2 Non AC Seater,23:30,19:00,04h 30m,INR 301,27 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 776,Ordinary 3+2 Non AC Seater,00:10,20:00,04h 10m,INR 284,35 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,00:01,20:10,03h 51m,INR 479,35 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,02:00,20:30,05h 30m,INR 498,34 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 801,Ordinary 3+2 Non AC Seater,02:30,20:45,05h 45m,INR 271,37 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:20,19:00,03h 20m,493,41 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:40,19:10,03h 30m,INR 915,3 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
ReoBus Pro,Volvo 9600 Multi Axle Semi-Sleeper (2+2),22:40,19:30,03h 10m,INR 597,37 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,19:30,03h 20m,INR 500,36 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:10,20:00,03h 10m,INR 499,32 Seats available,N/A,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
